dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,43.263199,5.679913,11.351599,3.342796,-1.084287,0.000000,3.726226
0.020000,43.207631,5.643130,11.418238,3.321110,-1.084287,0.000000,3.726407
0.020000,43.152431,5.606578,11.484444,3.299424,-1.084287,0.000000,3.726547
0.020000,43.097597,5.570259,11.550215,3.277739,-1.084287,0.000000,3.726648
0.020000,43.043127,5.534174,11.615553,3.256053,-1.084287,0.000000,3.726710
0.020000,42.989020,5.498327,11.680457,3.234367,-1.084287,0.000000,3.726734
0.020000,42.935275,5.462719,11.744928,3.212681,-1.084287,0.000000,3.726720
0.020000,42.881891,5.427352,11.808965,3.190996,-1.084287,-0.000000,3.726670
0.020000,42.828866,5.392229,11.872568,3.169310,-1.084287,-0.000000,3.726584
0.020000,42.776198,5.357350,11.935737,3.147624,-1.084287,0.000000,3.726463
0.020000,42.723888,5.322718,11.998473,3.125938,-1.084287,0.000000,3.726308
0.020000,42.671933,5.288335,12.060774,3.104253,-1.084287,-0.000000,3.726118
0.020000,42.620333,5.254201,12.122643,3.082567,-1.084287,0.000000,3.725896
0.020000,42.569086,5.220319,12.184077,3.060881,-1.084287,0.000000,3.725642
0.020000,42.518192,5.186690,12.245078,3.039195,-1.084287,0.000000,3.725356
0.020000,42.467650,5.153315,12.305645,3.017510,-1.084287,0.000000,3.725039
0.020000,42.417459,5.120196,12.365778,2.995824,-1.084287,0.000000,3.724691
0.020000,42.367618,5.087334,12.425478,2.974138,-1.084287,0.000000,3.724315
0.020000,42.318127,5.054730,12.484744,2.952452,-1.084287,0.000000,3.723909
0.020000,42.268984,5.022385,12.543576,2.930767,-1.084287,-0.000000,3.723476
0.020000,42.220189,4.990301,12.601975,2.909081,-1.084287,-0.000000,3.723015
0.020000,42.171741,4.958477,12.659939,2.887395,-1.084287,0.000000,3.722527
0.020000,42.123640,4.926916,12.717470,2.865710,-1.084287,0.000000,3.722013
0.020000,42.075885,4.895618,12.774568,2.844024,-1.084287,-0.000000,3.721473
0.020000,42.028475,4.864584,12.831231,2.822338,-1.084287,0.000000,3.720909
0.020000,41.981411,4.833815,12.887461,2.800652,-1.084287,0.000000,3.720320
0.020000,41.934691,4.803311,12.943257,2.778967,-1.084287,-0.000000,3.719708
0.020000,41.888316,4.773073,12.998620,2.757281,-1.084287,0.000000,3.719072
0.020000,41.842285,4.743101,13.053549,2.735595,-1.084287,0.000000,3.718415
0.020000,41.796597,4.713397,13.108044,2.713909,-1.084287,0.000000,3.717735
0.020000,41.751252,4.683961,13.162105,2.692224,-1.084287,-0.000000,3.717035
0.020000,41.706251,4.654792,13.215733,2.670538,-1.084287,0.000000,3.716314
0.020000,41.661592,4.625893,13.268926,2.648852,-1.084287,-0.000000,3.715573
